"lab","strain","ESLIM_004_001_701 Simplified IPGTT Glucose response AUC","ESLIM_005_001_002 DEXA Fat mass","ESLIM_005_001_004 DEXA Bone Mineral Density (excluding skull)","ESLIM_005_001_005 DEXA Bone Mineral Content","ESLIM_005_001_006 DEXA Body length","ESLIM_005_001_701 DEXA BMC/Body weight","ESLIM_005_001_702 DEXA Lean/Body weight","ESLIM_005_001_703 DEXA Fat/Body weight","ESLIM_005_001_704 DEXA Bone area (BMC/BMD)","ESLIM_007_001_004 Open-field Whole arena permanence time","ESLIM_007_001_005 Open-field Whole arena average speed","ESLIM_007_001_006 Open-field Periphery distance travelled","ESLIM_007_001_007 Open-field Periphery resting time","ESLIM_007_001_008 Open-field Periphery permanence time","ESLIM_007_001_009 Open-field Periphery average speed","ESLIM_007_001_011 Open-field Centre resting time","ESLIM_007_001_013 Open-field Centre average speed","ESLIM_007_001_014 Open-field Latency to centre entry","ESLIM_007_001_015 Open-field Number of centre entries ","ESLIM_007_001_701 Open-field Distance travelled - total","ESLIM_007_001_702 Open-field Number of rears - total","ESLIM_007_001_703 Open-field Percentage centre time","ESLIM_008_001_008 Modified SHIRPA Locomotor activity","ESLIM_009_001_701 Grip-Strength Forelimb grip strength measurement mean","ESLIM_009_001_702 Grip-Strength Forelimb and hindlimb grip strength measurement mean","ESLIM_009_001_703 Grip-Strength Forelimb grip strength normalised against body weight","ESLIM_009_001_704 Grip-Strength Forelimb and hindlimb grip strength normalised against body weight","ESLIM_011_001_001 Acoustic Startle&PPI BN startle magnitude ","ESLIM_011_001_002 Acoustic Startle&PPI PP1 startle magnitude","ESLIM_011_001_003 Acoustic Startle&PPI PP2 startle magnitude","ESLIM_011_001_004 Acoustic Startle&PPI PP3 startle magnitude","ESLIM_011_001_005 Acoustic Startle&PPI PP4 startle magnitude","ESLIM_011_001_006 Acoustic Startle&PPI 110dB startle magnitude","ESLIM_011_001_007 Acoustic Startle&PPI PP1 + pulse startle magnitude","ESLIM_011_001_008 Acoustic Startle&PPI PP2 + pulse startle magnitude","ESLIM_011_001_009 Acoustic Startle&PPI PP3 + pulse startle magnitude","ESLIM_011_001_010 Acoustic Startle&PPI PP4 + pulse startle magnitude","ESLIM_011_001_701 Acoustic Startle&PPI Prepulse inhibition - PP1","ESLIM_011_001_702 Acoustic Startle&PPI Prepulse inhibition - PP2","ESLIM_011_001_704 Acoustic Startle&PPI Prepulse inhibition - PP4","ESLIM_021_001_001 Fasted Clinical Chemistry Glucose","ESLIM_021_001_002 Fasted Clinical Chemistry Total cholesterol   ","ESLIM_021_001_003 Fasted Clinical Chemistry Triglycerides","ESLIM_021_001_004 Fasted Clinical Chemistry Free fatty acids  ","ESLIM_021_001_005 Fasted Clinical Chemistry HDL-cholesterol    ","ESLIM_021_001_006 Fasted Clinical Chemistry LDL-cholesterol","ESLIM_021_001_007 Fasted Clinical Chemistry Glycerol","ESLIM_022_001_001 Body Weight Body Weight","ESLIM_022_001_703 Body Weight Dysmorphology Body Weight","ESLIM_022_001_704 Body Weight Non-Invasive Blood Pressure Body Weight","ESLIM_022_001_705 Body Weight Calorimetry Body Weight","ESLIM_022_001_706 Body Weight Simplified IPGTT Body Weight","ESLIM_022_001_707 Body Weight Dexa Body Weight","ESLIM_022_001_708 Body Weight Heart Weight/Tibia Length Body Weight","ESLIM_022_001_709 Body Weight Grip Strength Body Weight","ESLIM_022_001_710 Body Weight Rotarod Body Weight","ESLIM_022_001_711 Body Weight Acoustic Startle & PPI Body Weight","ESLIM_022_001_712 Body Weight Hot Plate Body Weight","ESLIM_022_001_713 Body Weight Opthalmoscope Body Weight"
"ICS","baseline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2.1701959049483,8.71746926357031,356.4,2.16979554016615,2.13653050866396,1.57691472072854,2.35801979988215,-0.798507696217772,8.30662386291807,8.90231952852887,11.8743420870379,2.32075239662216,-1.81528996663825,95.66666667,203.6666667,1.43850500259091,2.19411974599862,3.41114771251532,3.07269331469012,3.85014760171006,3.65325227647079,3.93769075217672,33.6570943487402,33.0121189868206,15.4337292965764,5.59805152002396,4.31214050720972,3.795903955,78.97245763,93.41454802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12236492448736,3.09557760852371,3.12236492448736,3.16547504814109,3.18635263316264
"ICS","baseline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2.20717490818939,8.86627135273309,225.6,1.7404857330212,2.18717424148272,2.03339760317843,2.2975725511705,2.72457950305342,9.89949493661167,9.0811424335045,12.9228479833201,2.69912157058212,-1.450010175506,76,174,1.17373291907701,2.0020548780443,3.25809653802148,3.61361696961339,3.7864597824528,3.94931879017184,4.6662652853479,18.4336648553672,15.7353106102168,10.5261578935526,3.67376581630389,3.95508249488859,27.133608,67.39258387,84.63802237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15700042115011,3.17387845893747,3.16968558067743,3.20680324363393,3.2846635654062
"ICS","baseline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2.27418561847235,8.88283580533723,202.4,1.48156370042677,2.22893855282575,3.19622113430339,2.43624147780672,-0.430782916092454,9.64365076099295,9.15496507332338,13.6381816969859,2.91596730526563,-1.09861228866811,88.33333333,189.6666667,1.29476490414264,2.05891551232897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18635263316264,3.19458313229916,NA,3.25037449192757,3.31054301339402
"ICS","baseline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2.31845844215034,8.9217512215869,167.6,1.20859308398595,2.29253475714054,2.08442908319087,2.39151130218845,0.048790164169432,12.0415945787923,9.25100235369507,13.5646599662505,3.13331793650655,-0.663294217410264,94.33333333,207,1.31208543490894,2.09796961921479,3.54095932403731,3.55534806148941,3.62167070442049,3.62434093297637,4.46475803227135,27.8962363052796,23.3238075793812,16.9440254957315,5.18290651503671,4.25277179881662,30.09509124,63.10717039,90.96633256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23474917402449,3.25809653802148,3.26575941076705,3.3357695763397,3.37073817417745
"ICS","baseline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2.37583555473364,9.0836540696036,121.2,1.44882134603864,2.33698651971138,1.61740608208328,2.51284601847724,-0.430782916092454,11.5325625946708,9.35503794017345,13.7477270848675,2.94268305263992,-0.994622575144062,111.3333333,169.6666667,1.52617607110523,1.94748309475592,3.8877303128591,3.88977739648083,3.95699637107088,4.2017030805426,4.74666974826179,14.6082168658601,11.6918775224512,8.50881895447306,4.17284762371004,4.63666885304746,35.94189316,66.07310216,51.64011246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18635263316264,3.18221184049661,3.22684399451738,3.29583686600433,3.31054301339402
"ICS","baseline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2.18154676461699,8.77223842934172,231.8,1.6102367940424,2.12704052047911,2.30657711426358,2.37583555473364,1.23837423104327,10.4403065089106,9.04643224269294,15.8745078663875,2.8094026953625,-1.26566637333128,87.66666667,214.6666667,1.29548791322255,2.19103260703861,2.96010509591084,3.65842024662923,3.98527346716774,3.34638914516716,4.64439089914137,24.8696602308918,28.202836736754,17.0557908054713,5.37249676472229,4.62399194022868,-28.60145513,52.9668553,83.52465643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17805383034795,3.19458313229916,3.18221184049661,3.22684399451738,3.26193531432865
"ICS","baseline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2.20276475771183,8.8945742759287,264.6,2.21960939560875,2.18717424148272,1.39624469197306,2.30657711426358,0.22314355131421,8,9.03892314627797,13.5277492584687,2.27555642057188,-1.15267950993839,94,198.6666667,1.41653424642025,2.16486784239121,2.82731362192903,3.73766961828337,3.56671182013973,4.20916023665068,4.61015772749913,22.0045449850707,23.6135554290327,8.84307638777366,3.85862222870103,4.21064501791826,-15.1590252,83.84964891,86.08013218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1267605359604,3.10009228887823,3.11351530921037,3.19867311755068,3.20680324363393
"ICS","baseline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2.24283508858827,8.90309484362446,305,2.44869396029319,2.2181159363676,0.215111379616945,2.43536620422786,1.23837423104327,7.21110255092798,9.03857886111147,14,2.06475082622755,-1.04596855518269,86.66666667,181,1.27159299187322,2.0080206809486,3.78418963391826,4.12874598893943,4.3528552573736,4.4320065669789,5.28927662189589,27.6260746397312,22.1314256205966,12.61744823647,4.76473475565943,4.37197629882038,35.82285115,79.14046122,89.62264151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1904763503465,3.16547504814109,3.19867311755068,3.26575941076705,3.25424296870549
"ICS","baseline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2.32532457996354,8.91931939825889,283.6,1.84659755197416,2.29455292129678,2.91452221812845,2.47148362945586,-2.99573227355399,9.21954445729289,9.1253052227796,14.6287388383278,2.60761580402614,-1.15267950993839,98,188.3333333,1.45820694270201,2.11145290650236,3.10458667846607,2.88480071284671,3.61361696961339,3.60004824040732,3.83945231259331,24.4785620492708,22.0680764907139,12.6530628703093,4.53367418428302,3.98154906807676,18.72496662,73.28104139,91.05473965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1267605359604,3.09557760852371,3.12236492448736,3.18635263316264,3.1904763503465
"ICS","baseline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2.24389609664537,8.99465642847582,215.8,2.20092759952729,2.23108909128898,1.76473079684014,2.33698651971138,4.2143473546168,8.06225774829855,9.13020349320202,14.2126704035519,2.29253475714054,-1.26566637333128,130.6666667,225.3333333,1.71140283911936,2.2563340753569,3.07269331469012,3.26193531432865,4.18052225846315,4.46014441393783,5.03954663759068,20.349447166938,14.6458185158768,5.90762219509677,3.55820113047182,4.02356438016105,48.20091765,91.57208404,86.50084521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16124671203156,3.17805383034795,3.16124671203156,3.23867845216438,3.26193531432865
